ID,condition,RT
ldt2_s15,word,0.4928900880691276
ldt2_s15,word,0.46412676109016077
ldt2_s15,word,0.4422951713891111
ldt2_s15,word,0.43810233496907913
ldt2_s15,word,0.3842421179902802
ldt2_s15,word,0.4340935706346775
ldt2_s15,word,0.4798929043874018
ldt2_s15,word,0.4481481889999916
ldt2_s15,word,0.5340931833902319
ldt2_s15,word,0.5009353175553832
ldt2_s15,word,0.4458302501474435
ldt2_s15,word,0.41513523574685385
ldt2_s15,word,0.4589754340674047
ldt2_s15,word,0.4170097365557125
ldt2_s15,word,0.4908286128143547
ldt2_s15,word,0.44528717353809094
ldt2_s15,word,0.44256837087758183
ldt2_s15,word,0.5067000567644795
ldt2_s15,word,0.48148963416786844
ldt2_s15,word,0.4554765704870274
ldt2_s15,word,0.40612767433263514
ldt2_s15,word,0.49856734119457163
ldt2_s15,word,0.4018331992666797
ldt2_s15,word,0.5154210332689564
ldt2_s15,word,0.36685578578698413
ldt2_s15,nonword,0.7593220566430319
ldt2_s15,nonword,0.6762485653936177
ldt2_s15,nonword,0.8489577625549584
ldt2_s15,nonword,0.7210225506171172
ldt2_s15,nonword,0.7160271461246723
ldt2_s15,nonword,0.8364428216613029
ldt2_s15,nonword,0.6799050932003836
ldt2_s15,nonword,0.8051259857099926
ldt2_s15,nonword,0.7210245574296901
ldt2_s15,nonword,0.735960226371253
ldt2_s15,nonword,0.7033093904829363
ldt2_s15,nonword,0.8174005353885305
ldt2_s15,nonword,0.8196278998349263
ldt2_s15,nonword,0.7227991579391545
ldt2_s15,nonword,0.7021447881044048
ldt2_s15,nonword,0.6264959222888986
ldt2_s15,nonword,0.8123975890991258
ldt2_s15,nonword,0.812362906495043
ldt2_s15,nonword,0.7131851942801896
ldt2_s15,nonword,0.7662952035854294
ldt2_s15,nonword,0.7703584919504909
ldt2_s15,nonword,0.6942264989181882
ldt2_s15,nonword,0.7334375540895477
ldt2_s15,nonword,0.7071676526107837
ldt2_s15,nonword,0.7642719825490975
