ID,condition,RT
ldt_s05,word,0.7964377033223743
ldt_s05,word,0.4431305127924144
ldt_s05,word,0.5924582282798229
ldt_s05,word,0.5734322422838674
ldt_s05,word,0.7057357773059433
ldt_s05,word,0.7048168379936891
ldt_s05,word,0.7261692900740673
ldt_s05,word,0.59811390411045
ldt_s05,word,0.5094731895730022
ldt_s05,word,0.7243306995489793
ldt_s05,word,0.7759402427933971
ldt_s05,word,0.5438978333548344
ldt_s05,word,0.5942864205497155
ldt_s05,word,0.441162153946203
ldt_s05,word,0.45037544553704567
ldt_s05,word,0.6305100664641842
ldt_s05,word,0.5737583994057905
ldt_s05,word,0.5778699338607317
ldt_s05,word,0.6475732221157745
ldt_s05,word,0.658619087524261
ldt_s05,word,0.7724042489834184
ldt_s05,word,0.5009027984679273
ldt_s05,word,0.38245191761572267
ldt_s05,word,0.5229454140975834
ldt_s05,word,0.7732529757480611
ldt_s05,nonword,0.8154934828422266
ldt_s05,nonword,0.9323719252408267
ldt_s05,nonword,0.5915689606303914
ldt_s05,nonword,0.8652325559541744
ldt_s05,nonword,0.9042007321533544
ldt_s05,nonword,0.6024553214637794
ldt_s05,nonword,0.6291173088279386
ldt_s05,nonword,0.9411718128901323
ldt_s05,nonword,0.5169778720059981
ldt_s05,nonword,0.7534386923913464
ldt_s05,nonword,0.6250715090428237
ldt_s05,nonword,1.0079558273334204
ldt_s05,nonword,0.6900352736223395
ldt_s05,nonword,0.657153592533755
ldt_s05,nonword,0.7853136677659915
ldt_s05,nonword,0.7101412632764111
ldt_s05,nonword,0.6463278352051669
ldt_s05,nonword,0.810391297575236
ldt_s05,nonword,1.1949548673588248
ldt_s05,nonword,0.8984252639086275
ldt_s05,nonword,0.8350187738366983
ldt_s05,nonword,0.9597857538284083
ldt_s05,nonword,0.6902814163450518
ldt_s05,nonword,0.830974093800645
ldt_s05,nonword,0.6897318133302976
