ID,condition,RT
ldt2_s18,word,0.7588154837256719
ldt2_s18,word,0.6629974099246609
ldt2_s18,word,0.6505272300304319
ldt2_s18,word,0.6898913381421771
ldt2_s18,word,0.6618270140130562
ldt2_s18,word,0.7085527690628991
ldt2_s18,word,0.6709431764178104
ldt2_s18,word,0.6757612426006633
ldt2_s18,word,0.6564246890721335
ldt2_s18,word,0.6102874300380792
ldt2_s18,word,0.6659879820648127
ldt2_s18,word,0.6678212416554989
ldt2_s18,word,0.5899908690957678
ldt2_s18,word,0.705577880858247
ldt2_s18,word,0.7147177922665108
ldt2_s18,word,0.769834559658916
ldt2_s18,word,0.6283962906038104
ldt2_s18,word,0.6854226813195429
ldt2_s18,word,0.6325975772005169
ldt2_s18,word,0.6522929277100105
ldt2_s18,word,0.6666666425971256
ldt2_s18,word,0.6441108467654685
ldt2_s18,word,0.6043444814592808
ldt2_s18,word,0.6913562846984008
ldt2_s18,word,0.5703005987953362
ldt2_s18,nonword,0.6192726199837014
ldt2_s18,nonword,0.8429857138143275
ldt2_s18,nonword,0.7667406200394689
ldt2_s18,nonword,0.7223535883803411
ldt2_s18,nonword,0.7389137646942041
ldt2_s18,nonword,0.7954339681120834
ldt2_s18,nonword,0.6622740127244818
ldt2_s18,nonword,0.7396529208517818
ldt2_s18,nonword,0.6997421071710376
ldt2_s18,nonword,0.5976046226952056
ldt2_s18,nonword,0.7624343830893973
ldt2_s18,nonword,0.5821404803132045
ldt2_s18,nonword,0.673153190561412
ldt2_s18,nonword,0.6688071608903636
ldt2_s18,nonword,0.6912521122793767
ldt2_s18,nonword,0.7394313549207319
ldt2_s18,nonword,0.6073540275275603
ldt2_s18,nonword,0.7454904977939066
ldt2_s18,nonword,0.6872176422711057
ldt2_s18,nonword,0.6557636460638663
ldt2_s18,nonword,0.762212047136205
ldt2_s18,nonword,0.6911597525608041
ldt2_s18,nonword,0.6504782945859445
ldt2_s18,nonword,0.7525533494984938
ldt2_s18,nonword,0.6366201152382168
