ID,condition,RT
ldt_s01,word,0.6772227664296038
ldt_s01,word,0.49013054268922
ldt_s01,word,0.7473338035795447
ldt_s01,word,0.4970749091308733
ldt_s01,word,0.5384762143149843
ldt_s01,word,0.6255836764364667
ldt_s01,word,0.6373877476947413
ldt_s01,word,0.6030065533087053
ldt_s01,word,0.5951120908784978
ldt_s01,word,0.5329542019274525
ldt_s01,word,0.8582190501495819
ldt_s01,word,0.4850721545819566
ldt_s01,word,0.7937119349664284
ldt_s01,word,0.5972848776980761
ldt_s01,word,0.48471091054301385
ldt_s01,word,0.6673370630485771
ldt_s01,word,0.4747280754526103
ldt_s01,word,0.7015316425461656
ldt_s01,word,0.5785040256737731
ldt_s01,word,0.7070591587129474
ldt_s01,word,0.5045519066205921
ldt_s01,word,0.5497619048991185
ldt_s01,word,0.6194378950781916
ldt_s01,word,0.7162339552119354
ldt_s01,word,0.776878009367962
ldt_s01,nonword,0.6245370945927929
ldt_s01,nonword,0.7401977673280566
ldt_s01,nonword,1.0242470681855267
ldt_s01,nonword,0.829079648996028
ldt_s01,nonword,0.82099599193194
ldt_s01,nonword,0.824823617047372
ldt_s01,nonword,1.1319413873518225
ldt_s01,nonword,0.5932374129124075
ldt_s01,nonword,1.0337269603207722
ldt_s01,nonword,0.8169126044519631
ldt_s01,nonword,0.6403204334935394
ldt_s01,nonword,1.049282378701514
ldt_s01,nonword,0.8480882552305585
ldt_s01,nonword,0.8698496825632369
ldt_s01,nonword,0.8874488060050131
ldt_s01,nonword,0.8208004942836963
ldt_s01,nonword,0.7582627664329247
ldt_s01,nonword,0.8049688897268003
ldt_s01,nonword,0.8195399142496899
ldt_s01,nonword,0.6224891634110608
ldt_s01,nonword,0.7869280224404946
ldt_s01,nonword,0.9351246638364595
ldt_s01,nonword,0.7803025357897183
ldt_s01,nonword,0.942303457134996
ldt_s01,nonword,0.7626424015265157
