ID,condition,RT
ldt2_s09,word,0.5651833839134971
ldt2_s09,word,0.5792511743571135
ldt2_s09,word,0.5125429930696048
ldt2_s09,word,0.5318572904019078
ldt2_s09,word,0.6045151658304757
ldt2_s09,word,0.587963351404861
ldt2_s09,word,0.5812780854309543
ldt2_s09,word,0.5782337693253496
ldt2_s09,word,0.5610462697235197
ldt2_s09,word,0.5918575039168841
ldt2_s09,word,0.49086867794854394
ldt2_s09,word,0.5830094813259015
ldt2_s09,word,0.5638200033071656
ldt2_s09,word,0.515678907195078
ldt2_s09,word,0.6351360253246983
ldt2_s09,word,0.5471216647681044
ldt2_s09,word,0.6262102317622892
ldt2_s09,word,0.5576732792633222
ldt2_s09,word,0.5727962773059571
ldt2_s09,word,0.5639957038231365
ldt2_s09,word,0.537783893937258
ldt2_s09,word,0.6139187110652736
ldt2_s09,word,0.5498633266284425
ldt2_s09,word,0.5395232748912753
ldt2_s09,word,0.5847221562493559
ldt2_s09,nonword,0.8473783478722802
ldt2_s09,nonword,0.9004608217324686
ldt2_s09,nonword,0.8132786047976139
ldt2_s09,nonword,0.8341334760749137
ldt2_s09,nonword,0.9021685569235919
ldt2_s09,nonword,0.778037024126475
ldt2_s09,nonword,0.7756187514874366
ldt2_s09,nonword,0.8781484247435052
ldt2_s09,nonword,0.9003005533857429
ldt2_s09,nonword,0.8012227969185541
ldt2_s09,nonword,0.7480270399827537
ldt2_s09,nonword,0.8783858337058142
ldt2_s09,nonword,0.737253006000172
ldt2_s09,nonword,0.8469289781129332
ldt2_s09,nonword,0.8059783452443569
ldt2_s09,nonword,0.8565665617633651
ldt2_s09,nonword,0.8740394109376967
ldt2_s09,nonword,0.897144584278301
ldt2_s09,nonword,0.9254369715232121
ldt2_s09,nonword,0.8610523697535084
ldt2_s09,nonword,0.8720868390295295
ldt2_s09,nonword,0.8651722421613163
ldt2_s09,nonword,0.8634608365683901
ldt2_s09,nonword,0.7899443668501044
ldt2_s09,nonword,0.8277969709945663
