ID,condition,RT
ldt_s02,word,0.7196933939697989
ldt_s02,word,0.44117320532638044
ldt_s02,word,0.5218670032533586
ldt_s02,word,0.6033727537185162
ldt_s02,word,0.6888263333407814
ldt_s02,word,0.5089100435611408
ldt_s02,word,0.5230421925052197
ldt_s02,word,0.6722158206217104
ldt_s02,word,0.6480684955422905
ldt_s02,word,0.6755777278589128
ldt_s02,word,0.7578769526396077
ldt_s02,word,0.6298886428140152
ldt_s02,word,0.5251188336024636
ldt_s02,word,0.593565902146389
ldt_s02,word,0.7323217931836319
ldt_s02,word,0.5561227976512015
ldt_s02,word,0.7038202058276746
ldt_s02,word,0.517022275744642
ldt_s02,word,0.5647007193362488
ldt_s02,word,0.5977913296203254
ldt_s02,word,0.7000630480366773
ldt_s02,word,0.5352285407383636
ldt_s02,word,0.549097428197546
ldt_s02,word,0.5602203757681425
ldt_s02,word,0.5155102214045433
ldt_s02,nonword,0.8178668226736701
ldt_s02,nonword,0.7808634865129297
ldt_s02,nonword,0.7294490180431261
ldt_s02,nonword,0.830166833009016
ldt_s02,nonword,0.883266346501198
ldt_s02,nonword,0.6991740787322848
ldt_s02,nonword,0.8150708014392123
ldt_s02,nonword,0.805687243899837
ldt_s02,nonword,0.9273939856393858
ldt_s02,nonword,0.9124553569261716
ldt_s02,nonword,0.7964935620934973
ldt_s02,nonword,0.8853277920291607
ldt_s02,nonword,0.7388528059250234
ldt_s02,nonword,0.6687776713670894
ldt_s02,nonword,0.7734191843748505
ldt_s02,nonword,0.6199854117526931
ldt_s02,nonword,0.8153653255866095
ldt_s02,nonword,0.7728570626970643
ldt_s02,nonword,0.9089815653583201
ldt_s02,nonword,0.6673686453681368
ldt_s02,nonword,0.8848817297515041
ldt_s02,nonword,1.046497576161774
ldt_s02,nonword,0.8281789643371864
ldt_s02,nonword,0.7298821778525421
ldt_s02,nonword,0.7923821904276815
