ID,condition,RT
ldt2_s19,word,0.4398033448941109
ldt2_s19,word,0.480928638625371
ldt2_s19,word,0.5146534806579207
ldt2_s19,word,0.5005577998256963
ldt2_s19,word,0.5521110184727862
ldt2_s19,word,0.5426594436052159
ldt2_s19,word,0.5742737317678168
ldt2_s19,word,0.5402345960672515
ldt2_s19,word,0.4989605648115575
ldt2_s19,word,0.531408158198286
ldt2_s19,word,0.4771040458027307
ldt2_s19,word,0.5054152614957326
ldt2_s19,word,0.4330777221288379
ldt2_s19,word,0.3760550931489791
ldt2_s19,word,0.4668641172890367
ldt2_s19,word,0.5704839297344403
ldt2_s19,word,0.5703113206927009
ldt2_s19,word,0.5745868917513586
ldt2_s19,word,0.45560378850996325
ldt2_s19,word,0.5159428610277903
ldt2_s19,word,0.43003674536093073
ldt2_s19,word,0.3910307920127146
ldt2_s19,word,0.5063423924980962
ldt2_s19,word,0.47570235856885107
ldt2_s19,word,0.4318917620284889
ldt2_s19,nonword,0.6869326523419796
ldt2_s19,nonword,0.6824877582597302
ldt2_s19,nonword,0.7492146547807751
ldt2_s19,nonword,0.8474716013576871
ldt2_s19,nonword,0.7245529686427488
ldt2_s19,nonword,0.7610362802881995
ldt2_s19,nonword,0.8478519057464615
ldt2_s19,nonword,0.7693909001670874
ldt2_s19,nonword,0.787353318510766
ldt2_s19,nonword,0.7220755108955079
ldt2_s19,nonword,0.7115429126669724
ldt2_s19,nonword,0.7939058971856173
ldt2_s19,nonword,0.7386748373340455
ldt2_s19,nonword,0.8082741113069689
ldt2_s19,nonword,0.707570947303409
ldt2_s19,nonword,0.7796829491287276
ldt2_s19,nonword,0.7889631144576851
ldt2_s19,nonword,0.6762095108002673
ldt2_s19,nonword,0.7020802268786209
ldt2_s19,nonword,0.8203036706566278
ldt2_s19,nonword,0.7966332701009167
ldt2_s19,nonword,0.7554094510885119
ldt2_s19,nonword,0.7103302833104547
ldt2_s19,nonword,0.7958759917356776
ldt2_s19,nonword,0.6887676135237006
