ID,condition,RT
ldt_s05,word,0.556237849621507
ldt_s05,word,0.7243338243747214
ldt_s05,word,0.4581888741185798
ldt_s05,word,0.4382297507689178
ldt_s05,word,0.4341206461405717
ldt_s05,word,0.5112604040730021
ldt_s05,word,0.5659333495263829
ldt_s05,word,0.5922214831522308
ldt_s05,word,0.7947101034539451
ldt_s05,word,0.4254516212890913
ldt_s05,word,0.7324464771366436
ldt_s05,word,0.7074998292727661
ldt_s05,word,0.46489930499510546
ldt_s05,word,0.633799388280807
ldt_s05,word,0.6490282520996362
ldt_s05,word,0.6500999091384381
ldt_s05,word,0.5673391503914222
ldt_s05,word,0.43005202247094854
ldt_s05,word,0.5406308180680172
ldt_s05,word,0.5769438207220465
ldt_s05,word,0.5611996958066129
ldt_s05,word,0.8580389755988977
ldt_s05,word,0.5528965028633146
ldt_s05,word,0.6118570345961977
ldt_s05,word,0.5853361777561307
ldt_s05,nonword,0.6402228272093249
ldt_s05,nonword,0.94780849193468
ldt_s05,nonword,1.0460525311185824
ldt_s05,nonword,1.0101495917585666
ldt_s05,nonword,0.7118133378675157
ldt_s05,nonword,0.7356097788005858
ldt_s05,nonword,0.503153274169321
ldt_s05,nonword,0.8882388620051216
ldt_s05,nonword,0.8936759965030261
ldt_s05,nonword,0.6938512325161831
ldt_s05,nonword,0.8353938702173747
ldt_s05,nonword,0.8555895356609169
ldt_s05,nonword,0.8966568144134266
ldt_s05,nonword,0.987600042836843
ldt_s05,nonword,0.8666966124275538
ldt_s05,nonword,0.5679188444080665
ldt_s05,nonword,0.8164197119491036
ldt_s05,nonword,0.7379374939298681
ldt_s05,nonword,0.8060089223037257
ldt_s05,nonword,0.9731207624971253
ldt_s05,nonword,1.0064863377576039
ldt_s05,nonword,0.7460689450396727
ldt_s05,nonword,0.8851569549865019
ldt_s05,nonword,1.0307984573895186
ldt_s05,nonword,0.7957565812209781
