ID,condition,RT
ldt2_s01,word,0.6195782835733847
ldt2_s01,word,0.5166747165759958
ldt2_s01,word,0.49850526462839706
ldt2_s01,word,0.5915485555025349
ldt2_s01,word,0.6229498360495691
ldt2_s01,word,0.6510192516771292
ldt2_s01,word,0.5341307054811166
ldt2_s01,word,0.6144331394277195
ldt2_s01,word,0.6193687987276657
ldt2_s01,word,0.6436053179135718
ldt2_s01,word,0.586618952657932
ldt2_s01,word,0.5257388212427114
ldt2_s01,word,0.5489216194747204
ldt2_s01,word,0.578165029065106
ldt2_s01,word,0.535992814481238
ldt2_s01,word,0.5662560308605096
ldt2_s01,word,0.6254653153048554
ldt2_s01,word,0.6301832969592147
ldt2_s01,word,0.55117901723914
ldt2_s01,word,0.6195494195730861
ldt2_s01,word,0.5198094943162369
ldt2_s01,word,0.5957074837910994
ldt2_s01,word,0.5895082507222035
ldt2_s01,word,0.5157580497423697
ldt2_s01,word,0.6855408982125923
ldt2_s01,nonword,0.9503999118372243
ldt2_s01,nonword,0.8929340462355757
ldt2_s01,nonword,0.8545827967549431
ldt2_s01,nonword,0.9346650014666489
ldt2_s01,nonword,0.8596210201199608
ldt2_s01,nonword,0.917621787082473
ldt2_s01,nonword,0.9101097908962027
ldt2_s01,nonword,0.8592392226507128
ldt2_s01,nonword,0.8550300326596149
ldt2_s01,nonword,0.9964987914097558
ldt2_s01,nonword,0.9601896214315113
ldt2_s01,nonword,0.8336358864154715
ldt2_s01,nonword,0.9202779141908286
ldt2_s01,nonword,0.8234286398153468
ldt2_s01,nonword,0.8542681554953733
ldt2_s01,nonword,0.81064224443698
ldt2_s01,nonword,0.9491545115942331
ldt2_s01,nonword,0.7852785944093752
ldt2_s01,nonword,0.8780332789970462
ldt2_s01,nonword,0.8768664641746792
ldt2_s01,nonword,0.802011268488375
ldt2_s01,nonword,0.9005232820054975
ldt2_s01,nonword,0.9342080575662974
ldt2_s01,nonword,1.008216207282266
ldt2_s01,nonword,0.883273043711965
