ID,condition,RT
ldt2_s04,word,0.4932130071186805
ldt2_s04,word,0.4507495274403988
ldt2_s04,word,0.5325930374974094
ldt2_s04,word,0.5439958363832206
ldt2_s04,word,0.3839865680028962
ldt2_s04,word,0.3841408604826391
ldt2_s04,word,0.4593005873972363
ldt2_s04,word,0.5233812413871385
ldt2_s04,word,0.3973080812256894
ldt2_s04,word,0.47157715973470515
ldt2_s04,word,0.4741450047513257
ldt2_s04,word,0.4711311366975299
ldt2_s04,word,0.45325890828748505
ldt2_s04,word,0.4462414842723453
ldt2_s04,word,0.45653895050945875
ldt2_s04,word,0.47474463657269317
ldt2_s04,word,0.47691903337584196
ldt2_s04,word,0.4046325459129166
ldt2_s04,word,0.40349781623806075
ldt2_s04,word,0.45438966418400956
ldt2_s04,word,0.5888567224971035
ldt2_s04,word,0.4052085800710148
ldt2_s04,word,0.3552320034734329
ldt2_s04,word,0.46752879936116315
ldt2_s04,word,0.4838420656568474
ldt2_s04,nonword,0.960711840313997
ldt2_s04,nonword,0.8319428115954502
ldt2_s04,nonword,0.9492204555798316
ldt2_s04,nonword,0.8449022869413314
ldt2_s04,nonword,0.9268598994262655
ldt2_s04,nonword,0.8840200184918042
ldt2_s04,nonword,0.8544700498116765
ldt2_s04,nonword,0.9433580480616395
ldt2_s04,nonword,0.929018158731638
ldt2_s04,nonword,0.9846981627323574
ldt2_s04,nonword,0.9364387573063617
ldt2_s04,nonword,0.799556365222428
ldt2_s04,nonword,0.8026032219723338
ldt2_s04,nonword,0.9444468383698792
ldt2_s04,nonword,0.8688498737843401
ldt2_s04,nonword,0.9739849516548904
ldt2_s04,nonword,0.9145822807197692
ldt2_s04,nonword,0.9220077351437742
ldt2_s04,nonword,0.943839320464999
ldt2_s04,nonword,0.8753344886365968
ldt2_s04,nonword,0.8986150168998347
ldt2_s04,nonword,0.8914207397375308
ldt2_s04,nonword,0.891034980598612
ldt2_s04,nonword,0.8075270280181146
ldt2_s04,nonword,0.9709569167035338
